addr1,addr2,date_time,fax,latitude,longitude,name,pid,region_big,region_small,tel,type,use_yn,zipcd
인천시 미추홀구,"용정공원로 83번길 59, 2층",2024-10-01 00:00:00,032-891-8876,37.4475,126.6494,인천메트로정형외과의원,801,시,인천,032-891-8875,의원,Y,22188
광주시 동구,백서로 134-1,2024-11-01 00:00:00,062-233-7576,35.1422,126.9202,김평남내과의원,802,시,광주,062-233-7575,의원,Y,61489
광주시 광산구,월계로 223-8,2024-11-01 00:00:00,062-720-9799,35.2139,126.8507,첨단메디케어의원,803,시,광주,062-720-9700,의원,Y,62279
전북 전주시,"완산구 쑥고개로 377, 2층",2024-11-01 00:00:00,063-241-3105,35.8477,127.1549,대한결핵협회 전북특별자치도지부 복십자의원,804,시,전북,063-714-3104,의원,Y,54909
전북 완주군,삼례읍 삼봉1로 2,2024-11-01 00:00:00,063-262-1066,35.9225,127.1237,새봄가정의학과의원,805,군,전북,063-262-1033,의원,Y,55334
경북 영주시,구성로 380,2024-10-16 00:00:00,054-635-6172,36.8252,128.6212,영주기독병원,806,시,경북,054-635-6161,병원,Y,36096
서울시 강북구,"도봉로 52, 4~5층",2024-10-01 00:00:00,,37.6136,127.0306,서울신세계안과의원(강북),807,시,서울,02-1599-7397,의원,Y,01215
서울시 도봉구,마들로13길 61,2024-10-01 00:00:00,,37.6578,127.0464,창동으뜸정형외과의원,808,시,서울,02-6077-8880,의원,Y,01413
경기도 성남시,"분당구 성남대로 912, 4층",2024-10-01 00:00:00,,37.4109,127.1292,분당안과의원,809,시,경기,031-703-6464,의원,Y,13506
서울시 관악구,"신림로 318, 6층",2024-10-01 00:00:00,,37.4825,126.9304,주인종내과의원,810,시,서울,02-883-3379,의원,Y,08777
서울시 관악구,"은천로 110, 2층",2024-10-01 00:00:00,,37.4866,126.9475,서전성모안과의원,811,시,서울,02-875-7572,의원,Y,08747
서울시 서초구,"강남대로 415, 4층",2024-10-01 00:00:00,,37.4995,127.0263,강남레옹치과의원,812,시,서울,02-535-2119,의원,Y,06614
서울시 서초구,"반포대로27길 13, 2층",2024-10-01 00:00:00,,37.4896,127.0064,서초성모이비인후과의원,813,시,서울,02-581-0075,의원,Y,06656
서울시 종로구,"종로 123, 3층",2024-10-01 00:00:00,02-745-7576,37.5707,126.9913,종로아산본정형외과의원,814,시,서울,02-745-7575,의원,Y,03139
경기도 성남시,분당구 양현로94번길 17,2024-10-01 00:00:00,031-8023-9091,37.3918,127.1262,분당센트럴요양병원,815,시,경기,031-706-9090,요양병원,Y,13568
경기도 하남시,"신우실로 61, 4층",2024-10-01 00:00:00,02-6215-7500,37.5098,127.1613,감일성모내과의원,816,시,경기,02-6215-7575,의원,Y,12996
경기도 광주시,"광주대로 31, 8층",2024-10-01 00:00:00,,37.4095,127.2602,광주시원한비뇨의학과의원,817,시,경기,031-8027-9275,의원,Y,12758
서울시 강남구,"도산대로 237, 5층 (신사동)",2024-10-01 00:00:00,,37.52170703,127.0329811,안심서울마취통증의학과의원,818,시,서울,02-766-3087,의원,Y,05241
경북 포항시,남구 중흥로 88,2024-11-01 00:00:00,054-285-8501,36.013,129.3507,시원한신경과의원,819,시,경북,054-285-8500,의원,Y,37769
부산 기장군,"차성로 288번길 30, 2층",2024-11-01 00:00:00,051-723-7286,35.2429,129.2153,기장뉴욕치과의원,820,군,부산,051-723-7285,의원,Y,46066
부산시 연제구,반송로 5,2024-11-01 00:00:00,051-517-4884,35.1867,129.0821,박윤하비뇨기과의원,821,시,부산,051-867-5335,의원,Y,47520
부산시 수영구,수영로 675,2024-11-01 00:00:00,051-754-8112,35.1659,129.1145,수영청담비뇨의학과의원,822,시,부산,051-754-8111,의원,Y,48243
인천시 계양구,"장제로 871, 2층",2024-11-01 00:00:00,032-710-7538,37.545,126.7382,벗이비인후과의원,823,시,인천,032-710-7531,의원,Y,21034
인천시 남동구,"논고개로 114, 에이스타워 301~2호",2024-11-01 00:00:00,032-426-8603,37.4014,126.7247,메가비뇨의학과의원,824,시,인천,032-426-8600,의원,Y,21666
인천시 부평구,"부평대로 9, 문화오피스텔 4층",2024-11-01 00:00:00,032-522-7564,37.4921,126.7226,부평내과의원,825,시,인천,032-522-7563,의원,Y,21389
광주시 남구,서문대로 675,2024-12-01 00:00:00,,35.1195,126.8987,더윈이비인후과의원,826,시,광주,062-676-0111,의원,Y,61727
전남 고흥군,고흥읍 터미널길 33,2024-12-01 00:00:00,061-833-2876,34.6082,127.2812,손치과의원,827,군,전남,061-833-2875,의원,Y,59540
서울시 중랑구,"상봉로 134, 3층",2024-11-01 00:00:00,,37.5981,127.0933,새플란트치과의원,828,시,서울,02-433-2080,의원,Y,02163
경기도 안산시,상록구 용신로 364,2024-11-01 00:00:00,,37.3015,126.8623,우리안신경외과의원,829,시,경기,031-484-7777,의원,Y,15537
경기도 화성시,"봉담읍 상리2길 55, 5층",2024-11-01 00:00:00,,37.2251,126.9469,봉담센트럴내과의원,830,시,경기,031-307-1000,의원,Y,18309
경기도 남양주시,화도읍 마석중앙로 78,2024-11-01 00:00:00,031-593-7390,37.6519,127.3083,안종훈내과의원,831,시,경기,031-593-7390,의원,Y,12180
경기도 성남시,"분당구 성남대로331번길 7, 4층",2024-11-01 00:00:00,,37.3655,127.1072,리앤홍이비인후과,832,시,경기,031-714-1077,의원,Y,13558
경기도 광주시,"초월읍 경충대로 1087, 2~3층",2024-11-01 00:00:00,031-761-2860,37.3736,127.2994,서울더센트럴치과,833,시,경기,031-763-2080,의원,Y,12736
경기도 이천시,"영창로 202, 가동 5층",2024-11-01 00:00:00,031-694-0774,37.2808,127.4451,연세든든내과,834,시,경기,031-694-0775,의원,Y,17369
경기도 화성시,봉담읍 삼천병마로 1316,2024-11-01 00:00:00,050-4242-7679,37.2222,126.9519,삼성정형외과의원,835,시,경기,031-298-2115,의원,Y,18303
인천시 서구,"염곡로 464번길 15, 4층",2024-11-11 00:00:00,032-715-6302,37.5264,126.671,우리베스트내과의원,836,시,인천,032-715-6308,의원,Y,22731
경기도 김포시,"김포대로 847, 4층",2024-11-11 00:00:00,031-8049-7655,37.6196,126.7197,김포삼성굿비뇨기과의원,837,시,경기,031-8049-7675,의원,Y,10110
경기도 부천시,소사구 경인로 110번길 18,2024-11-11 00:00:00,032-656-0375,37.483,126.7678,부천메디홀스의원,838,시,경기,032-656-4114,의원,Y,14727
경남 진주시,대신로 120,2024-11-15 00:00:00,055-754-9011,35.171,128.1186,한빛요양병원,839,시,경남,070-4121-1479,요양병원,Y,52812
경남 통영시,"중앙로 240, 2층",2024-11-15 00:00:00,055-644-8444,34.8517,128.4285,통영예일안과의원,840,시,경남,055-644-5419,의원,Y,53047
경남 통영시,"중앙로 90, 2층",2024-11-15 00:00:00,055-646-5330,34.8416,128.4192,최진화비뇨기과의원,841,시,경남,055-646-7177,의원,Y,53055
대구시 동구,동부로 22길 2,2024-11-12 00:00:00,053-754-1155,35.8762,128.6268,센트럴안과의원,842,구,대구,053-782-0055,의원,Y,41242
전북 전주시,완산구 난전들로 266,2025-01-01 00:00:00,063-285-6002,35.7921,127.1172,삼성가정의학과의원,843,시,전북,063-285-6002,의원,Y,55132
제주도 서귀포시,안덕면 화순로 112,2024-11-15 00:00:00,064-792-0303,33.2466,126.3343,안덕의원,844,시,제주,064-794-0906,의원,Y,63530
충북 제천시,의림대로 222,2024-12-01 00:00:00,043-647-4545,37.147,128.2146,제천밝은안과의원,845,시,충북,043-643-4200,의원,Y,27152
충북 청주시,"상당구 중고개로 180-5, 3층",2024-12-01 00:00:00,043-715-1890,36.6208,127.5154,서울아산비뇨의학과의원,846,시,충북,043-286-8253,의원,Y,28762
경남 김해시,"계동로 102번길 31, 1.2층",2024-12-01 00:00:00,055-326-0805,35.1864,128.7976,콩앤팥내과의원,847,시,경남,055-313-0808,의원,Y,50993
경북 영주시,중앙로 122-1 (하망동) 1층 맑은이비인후과,2024-12-16 00:00:00,050-4233-4113,36.826,128.6261,맑은이비인후과의원,848,시,경북,054-631-3457,의원,Y,36080
경남 창원시,"마산회원구 3.15대로 686 9층,10층",2024-12-15 00:00:00,055-255-2010,35.2338,128.5795,화이트e치과,849,시,경남,055-255-2000,의원,Y,51316
경남 창원시,마산회원구 내서읍 삼계4길 34 3층,2024-12-15 00:00:00,055-231-5503,35.2336,128.5039,새삼성내과의원,850,시,경남,055-231-5502,의원,Y,51236
인천시 연수구,"센트럴로 232 (송도동, 더샵센트럴파크1) E동 2층",2024-12-09 00:00:00,032-214-0365,37.3967,126.6377,삼성드림이비인후과의원,851,구,인천,032-224-0365,의원,Y,22003
전남 영광군,영광읍 신남로 260,2025-02-01 00:00:00,061-353-9332,35.2751,126.5103,김판수이비인후과의원,852,군,전남,061-353-9331,의원,Y,57045
전남 나주시,나주로 185,2025-02-01 00:00:00,061-334-7575,35.0337,126.721,한용재활의학과의원,853,시,전남,061-335-7575,의원,Y,58255
서울시 성동구,"고산자로 253, 2층",2025-01-01 00:00:00,02-2296-8231,37.5624,127.0356,박플란트치과의원,854,시,서울,02-2296-8228,의원,Y,04709
강원도 속초시,동해대로 4084,2025-01-01 00:00:00,033-637-0756,38.1899,128.5879,속초정요양병원,855,시,강원,033-637-0757,요양병원,Y,24872
강원도 원주시,"중앙로 105, 2~3층",2025-01-01 00:00:00,,37.3494,127.9506,홍앤권이비인후과의원,856,시,강원,033-735-7707,의원,Y,26428
강원도 춘천시,"춘천로 68, 3~4층",2025-01-01 00:00:00,,37.8703,127.725,강남내과의원,857,시,강원,033-242-8885,의원,Y,24366
경기도 이천시,"마장면 오천로 49, 4층",2025-01-01 00:00:00,,37.2528,127.3535,서울삼성내과의원,858,시,경기,031-8011-3875,의원,Y,17387
경기도 파주시,"후곡로 3, 2~3층",2025-01-01 00:00:00,031-8035-6133,37.7572,126.7739,연세송내과,859,시,경기,031-8035-6119,의원,Y,10447
경기도 동두천시,"지행로 60, 6층",2025-01-01 00:00:00,031-866-2775,37.892,127.0538,김이비인후과,860,시,경기,031-867-7575,의원,Y,11350
경기도 양주시,"고읍남로 18, 3~7층",2025-01-01 00:00:00,031-847-2047,37.7949,127.0794,아산재건정형외과,861,시,경기,1899-7584,의원,Y,11492
서울시 노원구,"동일로 1005, 5~6층",2025-01-01 00:00:00,02-979-0331,37.6199,127.0745,태릉정원내과의원,862,시,서울,02-979-0333,의원,Y,01858
서울시 성북구,"화랑로 91, 2~3층",2025-01-01 00:00:00,02-909-9008,37.6029,127.0421,월곡순정형외과의원,863,시,서울,02-909-6002,의원,Y,02751
서울시 동대문구,장한로 152,2025-01-01 00:00:00,02-2244-5711,37.574,127.0722,햇살요양병원,864,시,서울,02-2244-5533,요양병원,Y,02523
서울시 동작구,"흑석로 110, 1~2층",2025-01-01 00:00:00,02-825-7583,37.5081,126.9614,흑석메트로정형외과의원,865,시,서울,02-825-7582,의원,Y,06972
제주도 제주시,구좌읍 구좌로 40 2층,2025-01-15 00:00:00,064-783-2473,33.5233,126.8557,세화정형외과의원,866,시,제주,064-782-2473,의원,Y,63361
제주도 제주시 ,중앙로 61 (이도일동) 2층 센트럴치과의원,2025-01-15 00:00:00,064-758-5244,33.5126,126.5249,센트럴치과의원,867,시,제주,064-757-5244,의원,Y,63192
울산시 울주군,청량읍 삼정로 90,2025-01-15 00:00:00,052-225-7583,35.4955,129.2369,하나가정의학과의원,868,군,울산,052-225-7582,의원,Y,44961
울산시 남구,"삼산로 266, 2,3층",2025-02-01 00:00:00,052-700-7901,35.5388,129.3363,굿모닝빛안과의원,869,구,울산,052-707-2500,의원,Y,44719
인천시 부평구,"경원대로 1366, 9호",2025-02-01 00:00:00,032-263-2049,37.491,126.7207,글로벌비전안과의원,870,시,인천,032-263-2020,의원,Y,21404
경기도 양주시,평화로 1479번길 45,2025-02-01 00:00:00,031-828-8599,37.8225,127.0467,경기웰니스요양병원,871,시,경기,031-828-8500,요양병원,Y,11440
경기도 고양시,"일산동구 정발산로 38, 208호",2025-02-01 00:00:00,031-902-4759,37.6567,126.7732,정발산튼튼척의원,872,시,경기,031-902-4758,의원,Y,10403
전북 전주시,완산구 용머리로 77,2025-02-17 00:00:00,063-711-1110,35.8067,127.1189,효사랑가족요양병원,873,시,전북,063-711-1111,요양병원,Y,55054
충남 당진시,당진중앙2로 113,2025-02-10 00:00:00,041-430-8278,36.8944,126.631,당진효자정형외과의원,874,시,충남,041-430-8279,의원,Y,31770
경북 영덕군,강구면 동해대로 4465,2025-02-10 00:00:00,057)733-1075,36.356,129.3804,신세계의원,875,군,경북,054-733-1075,의원,Y,36458
경남 밀양시,내이2길 28,2025-02-15 00:00:00,055-352-2420,35.4975,128.7461,김내과의원,876,시,경남,055-353-5354,의원,Y,50423
서울시 용산구,"한강대로 69, 3층",2024-12-01 00:00:00,070-7545-5225,37.5272,126.9653,맨스톤비뇨의학과의원,877,시,서울,02-6949-5225,의원,Y,04378
서울시 중구,"충무로 3, 2층",2024-12-01 00:00:00,02-2272-8805,37.5624,126.9917,충무로정형외과의원,878,시,서울,02-2272-8885,의원,Y,04554
경기도 가평군,조종면 현창로 39,2025-03-01 00:00:00,,37.8183,127.3482,김외과의원,879,군,경기,031-585-2200,의원,Y,12437
서울시 강동구,올림픽로 684,2025-06-01 00:00:00,02-2135-7577,37.5422,127.1254,서울현대요양병원,880,시,서울,02-484-7588,요양병원,Y,05327
서울시 성동구,"금호산길 63, 4~5층",2025-04-01 00:00:00,02-2135-7677,37.5538,127.0193,금호바른정형외과의원,881,시,서울,02-2135-7277,의원,Y,04723
서울시 성동구,"왕십리로 333, 2층",2025-04-01 00:00:00,02-2297-7078,37.5627,127.0325,서울으뜸내과의원,882,시,서울,02-2297-7077,의원,Y,04715
경기도 평택시,"지제동삭2로 181-26, 4~5층",2025-04-01 00:00:00,031-647-6249,37.0172,127.094,클리어안과의원,883,시,경기,031-647-6247,의원,Y,18029
경기도 안산시,"상록구 용신로 390, 5층",2025-04-01 00:00:00,031-8032-9029,37.3014,126.8655,상록탑정형외과의원,884,시,경기,031-8032-9030,의원,Y,15537
강원도 원주시,남원로 631,2025-06-01 00:00:00,033-765-5005,37.3398,127.9519,연세요양병원,885,시,강원,033-765-5001,요양병원,Y,24661
강원도 춘천시,"경춘로 2348, b1, 1층",2025-06-01 00:00:00,,37.86300472,127.7196669,조도연정형외과의원,886,시,강원,033-252-2800,의원,Y,24436
충북 옥천군,옥천읍 삼금로 5,2025-07-01 00:00:00,043-731-7563,36.2991,127.5664,옥천김안과의원,887,군,충북,043-731-7562,의원,Y,29037
전북 무주군,무주읍 한풍루로 351,2025-08-01 00:00:00,063-322-6557,36.0047,127.6644,무주안과의원,888,군,전북,063-322-6556,의원,Y,55515
전북 김제시,서낭당길 16,2025-08-01 00:00:00,063-545-2769,35.8009,126.8855,김제속편한내과의원,889,시,전북,063-545-3769,의원,Y,54390
충북 진천군,진천읍 중앙동7길 1,2025-07-16 00:00:00,,36.8574,127.445,서울치과의원,890,군,충북,043-532-1230,의원,Y,27834
부산시 북구,"만덕대로5, (덕천동)",2025-08-01 00:00:00,051-337-2223,35.2105,129.0059,수정안과의원,891,시,부산,051-331-7576,의원,Y,46548
대구시 수성구,희망로 159,2025-07-16 00:00:00,053-962-9650,35.8472,128.6163,경북연합외과의원,892,시,대구,053-962-6991,의원,Y,42134
대구시 남구,월배로 470,2025-07-16 00:00:00,070-8630-0300,35.8349,128.5562,베스트안과의원,893,시,대구,053-622-0300,의원,Y,42498
경북 상주시,동수4길 62,2025-07-16 00:00:00,054-534-8488,36.4229,128.1546,유앤탑플란트치과의원,894,시,경북,054-532-3801,의원,Y,37166
경남 거창군,"거창읍 거창대로 55, 성은빌딩 1~5층",2025-08-01 00:00:00,055-945-2229,35.6865,127.916,성은효요양병원,895,군,경남,055-945-2228,요양병원,Y,50138
경남 거창군,거창읍 중앙로 157,2025-08-01 00:00:00,055-945-0075,35.6878,127.9153,영대프라임연합의원,896,군,경남,055-945-0055,의원,Y,50133
경남 거제시,거제면 거제남서로 3554,2025-08-01 00:00:00,055-633-2322,34.8577,128.5839,굿뉴스요양병원,897,시,경남,055-634-0675,요양병원,Y,53285
부산시 해운대구,"해운대로 369, 9층(우동, 해운대센텀메디칼센터)",2025-08-01 00:00:00,0503-8379-2138,35.1702,129.1377,센텀오딧세이치과의원,898,시,부산,051-743-2080,의원,Y,48062
경남 창녕군,"창녕읍 교리1길 4, 1층",2025-08-01 00:00:00,055-533-5591,35.5424,128.4938,수비뇨기과의원,899,군,경남,055-533-5599,의원,Y,50323
부산시 진구,"서전로5, (부전동)",2025-08-01 00:00:00,051-816-8981,35.1579,129.0603,이루미치과의원,900,시,부산,051-816-8980,의원,Y,47245
경북 경주시,원화로 293,2025-08-01 00:00:00,054-777-3277,35.8467,129.217,경주성모안과의원,901,시,경북,0507-1478-9932,의원,Y,38146
대구시 수성구,유니버시아드로 365,2025-08-01 00:00:00,053-819-2088,35.8291,128.7104,대구광역시시지노인전문병원,902,시,대구,053-819-1212,요양병원,Y,42280
전남 광양시,광양읍 덕산4길 35-4,2025-09-01 00:00:00,061-914-1004,34.9686,127.5624,수요양병원,903,시,전남,061-914-1001,요양병원,Y,57760
전남 여수시,소호로 658,2025-09-01 00:00:00,061-686-2082,34.7603,127.6567,문치과의원,904,시,전남,061-681-2080,의원,Y,59674
전남 곡성군,곡성읍 중앙로 102,2025-09-01 00:00:00,061-362-6022,35.2804,127.294,보배치과의원,905,군,전남,061-362-6011,의원,Y,57542
전북 남원시,인월면 인월북2길 19,2025-09-01 00:00:00,063-636-9921,35.4617,127.6037,서울가정의학과의원,906,시,전북,061-636-9919,의원,Y,55715
서울시 은평구,"통일로 855-8, 7층",2025-08-01 00:00:00,02-6952-2829,37.6191,126.9203,서울바른훈치과의원,907,시,서울,02-352-2828,의원,Y,03330
부산시 해운대구,"마린시티3로 1, 320호(우동, 선프라자)",2025-09-01 00:00:00,051-731-0629,35.1578,129.1476,(의)열린의료재단해운대열린의원,908,시,부산,051-731-0626,의원,Y,48092
부산시 금정구,"부곡로 120-1(부곡동, 명성빌딩4층)",2025-09-01 00:00:00,051-518-7576,35.2266,129.0921,씨에프정훈비뇨기과의원,909,시,부산,051-513-7576,의원,Y,46271
충남 예산군,예산로 200,2025-09-01 00:00:00,041-331-1101,36.6795,126.8469,삼성튼튼마취통증의학과의원,910,군,충남,041-331-1100,의원,Y,32436
경북 예천군,예천읍 군청앞길 16,2025-09-01 00:00:00,054-652-9119,36.6558,128.4533,예천정형외과의원,911,군,경북,054-655-7585,의원,Y,36828
대구시 중구,동성로1길 81,2025-09-16 00:00:00,053-424-8816,35.8652,128.5977,후이비인후과의원,912,구,대구,053-424-8815,의원,Y,41942
경북 안동시,경북대로 379,2025-09-16 00:00:00,054-859-2878,36.5635,128.7021,서울프라임치과의원,913,시,경북,054-859-2879,의원,Y,36661
충남 부여군,부여읍 중앙로 8,2025-09-15 00:00:00,041-836-0099,36.2805,126.9113,서울오치과의원,914,군,충남,041-835-2875,의원,Y,33151
충남 보령시,남대천로 58,2025-09-15 00:00:00,041-415-2878,36.3487,126.5935,하나플란트치과의원,915,시,충남,041-415-2874,의원,Y,33449
전남 보성군,벌교읍 홍암로 10-1,2025-10-01 00:00:00,061-857-6005,34.8427,127.3462,굿플랜치과의원,916,군,전남,061-857-6004,의원,Y,59427
전남 무안군,삼향읍 남악3로 79,2025-10-01 00:00:00,061-287-0428,34.8125,126.4599,남악치과의원,917,군,전남,061-287-2804,의원,Y,58566
전북 전주시,완산구 용머리로 203,2025-10-01 00:00:00,063-284-7528,35.8079,127.1321,융구강악안면외과치과의원,918,시,전북,063-282-7528,의원,Y,55048
충북 음성군,맹동면 원중로 1428,2025-09-22 00:00:00,043-883-2275,36.9092,127.5418,더퍼스트치과의원 음성점,919,군,충북,043-883-2080,의원,Y,27738
부산시 진구,"새싹로22-1, 2,3층(부전동)",2025-10-01 00:00:00,051-714-2233,35.1599,129.0577,도담외과의원,920,시,부산,051-711-6119,의원,Y,47253
울산시 울주군,"구영로 100 (구영리,구영프라자) 302호",2025-10-01 00:00:00,052-248-7581,35.5736,129.2414,성모이비인후과의원,921,시,울산,052-248-7585,의원,Y,44924
전북 고창군,고창읍 고인돌대로 1765,2025-11-01 00:00:00,063-563-7600,35.4372,126.6913,고창노인요양병원,922,군,전북,063-560-6100,요양병원,Y,56442
전북 정읍시,중앙로 56,2025-11-01 00:00:00,062-700-7583,35.5712,126.8471,서울보다치과의원,923,시,전북,063-700-7582,의원,Y,56160
대구시 동구,안심뉴타운2로 77,2025-10-16 00:00:00,053-985-3720,35.8732,128.7022,안심리더스요양병원,924,구,대구,053-980-9800,요양병원,Y,41128
부산시 금정구,무학송로 143,2025-11-01 00:00:00,051-513-1208,35.244,129.0937,금정나라요양병원,925,시,부산,051-513-1284,요양병원,Y,46253
부산시 사하구,동매로 44번길 4(하단동),2025-11-01 00:00:00,051-202-2354,35.1024,128.9631,부산노인전문제4병원,926,시,부산,051-202-1370,요양병원,Y,49415
서울시 은평구,"통일로 855-8, 5층",2025-10-10 00:00:00,070-4032-7553,37.6191,126.9203,네이처비뇨의학과의원(은평),927,시,서울,02-357-1500,의원,Y,03330
서울시 강서구,양천로 715,2025-10-10 00:00:00,02-6442-6787,37.5497,126.8756,더서밋요양병원,928,시,서울,02-3663-6786,요양병원,Y,07540
서울시 마포구,"토정로 195, 3~4층",2025-10-10 00:00:00,02-718-6645,37.5456,126.9328,서강박치과의원,929,시,서울,02-718-6642,의원,Y,04087
서울시 송파구,"울림픽로 114, 7층",2025-10-10 00:00:00,02-424-7521,37.5114,127.0832,삼성안과의원,930,시,서울,02-424-7523,의원,Y,05558
서울시 은평구,"은평로 170, 6~8층",2025-10-10 00:00:00,02-6352-3552,37.601,126.9267,한국효요양병원,931,시,서울,02-357-0357,요양병원,Y,03462
서울시 강동구,"천호대로 1006, 1층",2025-10-10 00:00:00,02-485-9711,37.538,127.1238,천호이지함피부과의원,932,시,서울,02-485-9700,의원,Y,05378
서울시 마포구,"신공덕동15, 제일빌딩 2층 205호",2025-10-10 00:00:00,02-719-4275,37.5445,126.9527,코넬비뇨기과의원,933,시,서울,02-718-7575,의원,Y,04214
서울시 양천구,"중앙로 251, 2층",2025-10-10 00:00:00,02-2608-9397,37.5187,126.8532,강승훈치과의원,934,시,서울,02-2608-9396,의원,Y,08073
경기도 의왕시,"부곡중앙남 3길 2, 3층",2025-10-10 00:00:00,031-462-1718,37.3207,126.9509,눈사랑안과의원,935,시,경기,031-462-1717,의원,Y,16088
경기도 수원시,"장안구 경수대로 920, 4층",2025-10-10 00:00:00,031-305-7529,37.3016,127.0097,더채움치과의원,936,시,경기,031-305-7528,의원,Y,16284
경기도 오산시,"성호대로 129, 6층",2025-10-10 00:00:00,031-377-2878,37.149,127.076,공룡치과의원,937,시,경기,031-377-2879,의원,Y,18133
경기도 군포시,삼성로 8번길 4-20,2025-10-10 00:00:00,031-393-5992,37.3364,126.9351,미라클요양병원,938,시,경기,031-393-5566,요양병원,Y,15874
경기도 수원시,영통구 매영로 229번길,2025-10-10 00:00:00,031-640-9923,37.2613,127.0651,수원요양병원,939,시,경기,031-640-9900,요양병원,Y,16523
경기도 광주시,"광주대로 55번길 21, DH타워 10,14,15층",2025-10-01 00:00:00,031-797-2601,37.4114,127.258,더와이즈헬스케어의원,940,시,경기,1588-3327,의원,Y,12756
경기도 여주시,여흥로 109번길 15. 4층,2025-10-01 00:00:00,031-885-7610,37.2971,127.6359,서울이비인후과의원,941,시,경기,031-885-7600,의원,Y,12622
경기도 하남시,"마사강변동로 95, 3층 3032호",2025-10-01 00:00:00,031-8027-2516,37.5633,127.1919,퍼스트치과의원,942,시,경기,031-8027-2515,의원,Y,12913
경기도 하남시,"미사강변동로 73, 508~512호",2025-10-01 00:00:00,031-794-2460,37.5615,127.193,미사연세이비인후과의원,943,시,경기,031-794-2460,의원,Y,12913
강원도 동해시,중앙로 218,2025-10-10 00:00:00,033-531-2800,37.5203,129.1157,동해요양병원,944,시,강원,033-531-2500,요양병원,Y,25770
대전시 동구,동부로 150,2025-10-29 00:00:00,042-368-2000,36.3272,127.467,대전동부요양병원,945,시,대전,070-4675-3714,요양병원,Y,34521
대전시 동구,대종로 437,2025-10-29 00:00:00,042-253-1033,36.3238,127.4283,백세요양병원,946,시,대전,042-226-0101,요양병원,Y,34934
충남 당진시,남부로 138,2025-11-01 00:00:00,041-351-5003,36.8846,126.6315,감인요양병원,947,시,충남,041-351-5000,요양병원,Y,31778
광주시 북구,북문대로 18,2025-12-01 00:00:00,062-529-7004,35.1743,126.8835,천사요양병원,948,시,광주,062-522-5004,요양병원,Y,61117
광주시 북구,동문대로 115,2025-12-01 00:00:00,062-268-8881,35.1735,126.9253,고운빛안과의원,949,시,광주,062-268-8883,의원,Y,61192
광주시 북구,빛고을대로 466,2025-12-01 00:00:00,062-973-8191,35.2036,126.8662,탑팀재활의학과의원,950,시,광주,062-974-9191,의원,Y,61079
광주시 광산구,첨단중앙로170번길 54,2025-12-01 00:00:00,062-971-5571,35.2203,126.8448,장정환외과의원,951,시,광주,062-971-5570,의원,Y,62274
전남 강진군,강진읍 영랑로2길 17,2025-12-01 00:00:00,070-8873-9277,34.6386,126.7704,강진치과의원,952,군,전남,061-432-9277,의원,Y,59233
전남 영광군,영광읍 신남로 178,2025-12-01 00:00:00,061-353-2883,35.2759,126.5015,조광섭치과의원,953,군,전남,061-353-2888,의원,Y,57043
전남 나주시,금천면 영산로 5891-9,2025-12-01 00:00:00,061-331-3900,35.0359,126.7715,나주효사랑요양병원,954,군,전남,061-330-1700,요양병원,Y,58211
전남 신안군,압해읍 구항길 92-50,2025-12-01 00:00:00,061-260-2704,34.8531,126.3138,신안군공립요양병원,955,군,전남,061-260-2700,요양병원,Y,58824
인천시 서구,"열우물로 235, 2~5층",2025-11-01 00:00:00,032-324-8240,37.4831,126.6845,청담요양병원,956,시,인천,032-546-8255,요양병원,Y,22825
경기도 김포시,고포읍 장차로 5번길 5-17,2025-11-01 00:00:00,031-987-9781,37.6029,126.7689,김포서울대효요양병원,957,시,경기,031-988-8275,요양병원,Y,10126
서울시 도봉구,"시루봉로 310, 화성빌딩",2025-11-01 00:00:00,02-3492-8088,37.6709,127.0435,팔팔요양병원,958,시,서울,02-3492-0888,요양병원,Y,01349
부산시 사하구,"사하로 200, 6층",2025-11-15 00:00:00,051-987-0124,35.0995,128.9937,탑정형외과의원,959,시,부산,051-987-0123,의원,Y,49355
경북 영주시,신재로 24번길 91,2025-11-01 00:00:00,054-630-9999,36.835,128.6091,청하요양병원,960,시,경북,054-630-9900,요양병원,Y,36056
울산시 남구,돋질로 146(달동),2025-11-15 00:00:00,052-996-0033,35.5402,129.3217,달동길메리요양병원,961,시,울산,052-996-0030,요양병원,Y,44694
충남 천안시,동남구 삼룡천 3길10(구성동),2025-12-01 00:00:00,041-569-5511,36.791,127.164,천안요양병원,962,시,충남,041-569-5533,요양병원,Y,31193
충남 공주시,웅진로 209(산성동),2025-12-01 00:00:00,041-855-9798,36.4592,127.1247,우리안과의원,963,시,충남,041-855-9797,의원,Y,32539
세종시,"한누리대로 265, 명동프라자 603-607호(나성동)",2025-12-01 00:00:00,044-865-1404,36.4878,127.2568,서울봄빛안과의원,964,시,세종,044-865-1400,의원,Y,30127
충남 천안시,동남구 중앙로 92(원성동),2025-12-01 00:00:00,041-555-2051,36.8066,127.1526,천안김안과천안역본점의원,965,시,충남,070-5147-1615,의원,Y,31127
충남 천안시,"서북구 불당33길 34, 2층 (불당동)",2025-12-01 00:00:00,041-551-7588,36.8119,127.1069,천안리더스신경외과의원,966,시,충남,041-551-7582,의원,Y,31156
