code,cost,date_time,etc,gubun,h_code,incl_drugs,incl_goods,kind,kind_big,kind_mid,kind_small,max_cost,min_cost,name,pid
,10000,,,,2,,,,제증명수수료,,,,,보장구검진소견서,1233
,15000,,,,2,,,,제증명수수료,,,,,사망진단서 [영문 1부],1234
,20000,,,,2,,,,제증명수수료,,,,,사체부검료(1부),1235
,150000,,,,2,,,,제증명수수료,,,,,신체감정료(과목당),1236
PDE01,15000,,,"진단서,영문 등 외국어 [1부]",2,,,,제증명수수료,,,,,영문진단서,1237
PDZ12,10000,,,,2,,,,제증명수수료,,,,,소견서(보험회사제출용),1238
PDZ09,3000,,,입퇴원확인서,2,,,,제증명수수료,,,,,확인서,1239
,100000,,,,2,,,,제증명수수료,,,,,장애 진단서 (1부),1240
PDZ17,1000,,소득세법시행규칙 제101조 [별지 제38호 서식],,2,,,,제증명수수료,,,,,장애인증명서,1241
,100000,,,,2,,,,제증명수수료,,,,,정신감정서 (1부),1242
PDZ14,50000,,,천만원미만,2,,,,제증명수수료,,,,,향후진료비추정서,1243
PDZ14,100000,,,천만원이상,2,,,,제증명수수료,,,,,향후진료비추정서,1244
PDZ09,3000,,,진료확인서,2,,,,제증명수수료,,,,,확인서,1245
,100000,,,,2,,,,제증명수수료,,,,,후유장애 진단서 (1부),1246
,15000,,,,2,,,,제증명수수료,,,,,(영문)일반소견서(보험회사제출용),1247
,4500,,,"퇴원후, 1부 ",2,,,,제증명수수료,,,,,(영문)출생증명서 ,1248
,3000,,,병명기재,2,,,,제증명수수료,,,,,통원사실증명서 ,1249
,1000,,,병명미기재,2,,,,제증명수수료,,,,,,1250
,19430,,대상자가 의료기관을 방문하는 경우,,2,,,,제증명수수료,,,,,노인장기요양방문간호지시서,1251
,1000,,,"기본5부, 매당",2,,,,제증명수수료,,,,,진료기록사본,1252
,200,,,기본5부초과 매당,2,,,,제증명수수료,,,,,,1253
,5000,,,,2,,,,제증명수수료,,,,,진료기록영상(CD)-심혈관PACS영상(COPY),1254
,5000,,,,2,,,,제증명수수료,,,,,진료기록영상(CD)-뇌파영상(COPY),1255
,5000,,,,2,,,,제증명수수료,,,,,진료기록영상(CD)-내시경PACS영상(COPY),1256
,5000,,,,2,,,,제증명수수료,,,,,진료기록영상(CD)-PACS영상(COPY),1257
AW402200,50000,,,,2,,,,제증명수수료,,,,,"건강진단 및 신체검사(마약검사확인서,E-9,비전문취업)",1258
AW400602,30000,,,,2,,,,제증명수수료,,,,,채용신체검사-일반,1259
AW400604,42000,,,,2,,,,제증명수수료,,,,,채용신체검사(다면인성검사),1260
AW400500,5000,,,,2,,,,제증명수수료,,,,,"자동차운전면허신체검사(특수,대형)",1261
AW400501,4000,,,,2,,,,제증명수수료,,,,,"자동차운전면허신체검사(1종보통,2종)",1262
AW400101,20000,,,,2,,,,제증명수수료,,,,,건강진단,1263
AW400301,29000,,,,2,,,,제증명수수료,,,,,잠수기능사 신체검사,1264
WZ00100,6000,,부가세별도,일반식,2,,,식대,기타,,,,,보호자 식대,1265
WZ00200,1000,,부가세별도,공기밥,2,,,식대,기타,,,,,보호자 식대,1266
,19690,,,,2,,,기타,기타,,,,,환의 상하 한벌(귀가용),1267
,350000,,,,2,,,기타,기타,,,,,원폭피해자1세 건강검진(남)GFS,1268
,350000,,,,2,,,기타,기타,,,,,원폭피해자1세 건강검진(여)GFS,1269
,350000,,,,2,,,기타,기타,,,,,원폭피해자1세 건강검진(남)UGI,1270
,350000,,,,2,,,기타,기타,,,,,원폭피해자1세 건강검진(여)UGI,1271
,130000,,,,2,,,기타,기타,,,,,원폭피해자2세 건강검진(남)GFS,1272
,130000,,,,2,,,기타,기타,,,,,원폭피해자2세 건강검진(여)GFS,1273
,130000,,,,2,,,기타,기타,,,,,원폭피해자2세 건강검진(남)UGI,1274
,130000,,,,2,,,기타,기타,,,,,원폭피해자2세 건강검진(여)UGI,1275
,350000,,,,2,,,기타,기타,,,,,원폭피해자1세 건강검진(남)GFS,1276
,41740,,,,2,,,기타,기타,,,,,(100% 감면)장기복무 제대군인(10년이상) 건강검진,1277
AW402100,27830,,,,2,,,기타,기타,,,,,장기복무 제대군인(10년이상) 건강검진,1278
,76000,,,,2,,,기타,기타,,,,,종합검진17종(C급),1279
,114000,,,,2,,,기타,기타,,,,,종합검진20종(B급/남),1280
,114000,,,,2,,,기타,기타,,,,,종합검진20종(B급/여),1281
,163000,,,,2,,,기타,기타,,,,,종합검진24종(A급/남),1282
,163000,,,,2,,,기타,기타,,,,,종합검진24종(A급/여),1283
,199000,,,,2,,,기타,기타,,,,,종합검진28종(S급/남),1284
,199000,,,,2,,,기타,기타,,,,,종합검진28종(S급/여),1285
LWC4504010,26375,2018-04-04 00:00:00,,,4,,,Primidone,행위,검사료,,,,Primidone,1286
LWCY344,70700,2018-04-04 00:00:00,,,4,,,SLX,행위,검사료,,,,SLX,1287
LZ00900,25000,2018-04-04 00:00:00,CZ394,,4,,,감염증 기타 검사,행위,검사료,,,,인플루엔자 A·B 바이러스항원검사 [현장검사],1288
SZ03010,15000,2018-04-04 00:00:00,,,4,,,기타검사,행위,검사료,,,,"발기부전사전검사(평가 ,심전도,활력증상)국비1급1항및2항만지원",1289
SZ04600,8000,2018-04-04 00:00:00,,,4,,,기타검사,행위,검사료,,,,임신반응검사(정성),1290
SZ05300,15000,2018-04-04 00:00:00,SZ05300,,4,,,내분비검사,행위,검사료,,,,체성분 분석검사 [정밀],1291
LW9185,22300,2018-04-04 00:00:00,,,4,,,니코틴정량검사,행위,검사료,,,,nicotine metabolite,1292
SEZ796,50000,2018-04-04 00:00:00,EZ796,,4,,,시기능검사,행위,검사료,,,,안구광학단층촬영,1293
SFB001,315380,2018-04-04 00:00:00,FB001,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-종합검사-서울신경심리검사(SNSB),1294
SFB002,138080,2018-04-04 00:00:00,FB002,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-종합검사-한국판 CERAD 평가집(CERAD-K),1295
SFB011,29090,2018-04-04 00:00:00,FB011,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사- 개별검사 유형1 (3 ~5개 검사),1296
SFB012,49680,2018-04-04 00:00:00,FB012,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사 -개별검사 유형1 (6-8개 검사),1297
SFB013,87420,2018-04-04 00:00:00,FB013,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사- 개별검사 유형1 (9개 이상 검사),1298
SFB021,29100,2018-04-04 00:00:00,FB021,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사 - 개별검사 유형2 (1 ~3개 검사),1299
SFB022,70290,2018-04-04 00:00:00,FB022,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사 - 개별검사 유형2 (4개 이상 검사),1300
SFB030,29940,2018-04-04 00:00:00,FB030010,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅲ-레이복합도형검사,1301
SFB03002,29940,2018-04-04 00:00:00,FB030020,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅲ-보스톤사물이름대기검사-60문항,1302
SFB03003,29940,2018-04-04 00:00:00,FB030030,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅲ-위스콘신카드분류검사,1303
SFB03004,29940,2018-04-04 00:00:00,FB030040,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅲ-표정인식력(재인)검사,1304
SFB04001,51330,2018-04-04 00:00:00,FB040010,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅳ-서울언어학습검사,1305
SFB04002,51330,2018-04-04 00:00:00,FB040020,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅳ-벤톤 신경심리검사,1306
SFB06001,83820,2018-04-04 00:00:00,FB060010,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅵ-웨스턴 실어증 검사,1307
SZ10109,20000,2018-04-04 00:00:00,FZ452,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-각성도 및 주의력 검사-선로잇기검사,1308
SZ10201,30000,2018-04-04 00:00:00,FZ413,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-기억력 검사-Corsi 단기기억력검사,1309
SZ10204,30000,2018-04-04 00:00:00,FZ414,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-기억력 검사-캘리포니아언어학습검사,1310
SZ10208,30000,2018-04-04 00:00:00,FZ413,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-기억력검사-자서전적 기억평가면접,1311
SZ10303,15000,2018-04-04 00:00:00,FZ424,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-언어능력검사-어휘력검사,1312
SZ10406,20000,2018-04-04 00:00:00,FZ432,신경인지기능검사,4,N,N,신경계기능검사,행위,검사료,,,,신경인지기능검사-지각 및 시공간 능력검사-구성능력검사,1313
SZ10607,20000,2018-04-04 00:00:00,FZ452,신경인지기능검사,4,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-전두엽 및 고위인지기능검사-단어색채검사,1314
SZ10802,50000,2018-04-04 00:00:00,FZ688,,4,,,신경계기능검사,행위,검사료,,,,발음 및 발성검사,1315
SZ11304,20000,2018-04-04 00:00:00,FY737,,4,,,신경계기능검사,행위,검사료,,,,증상 및 행동 평가 척도(기타)-이화방어기제 검사,1316
SZ11500,25000,2018-04-04 00:00:00,FZ689,,4,,,신경계기능검사,행위,검사료,,,,언어전반진단검사,1317
LW91344,2836,2018-04-04 00:00:00,,,4,,,약물중독검사,행위,검사료,,,,TBPE검사,1318
LWCZ261,26333,2018-04-04 00:00:00,CZ261,,4,,,자가면역질환검사,행위,검사료,,,,항GM1항체 [IgG],1319
LWCZ262,26233,2018-04-04 00:00:00,CZ262,,4,,,자가면역질환검사,행위,검사료,,,,항GM1항체 [IgM],1320
LWCZ432,19729,2018-04-04 00:00:00,,,4,,,자가면역질환검사,행위,검사료,,,,항 CCP항체,1321
HZGT00100,100000,2018-04-04 00:00:00,"AZ006, 최초 실시 1회",교육및상담료 [투석교육],4,,,교육상담료,행위,기본진료료,,,,만성신부전증환자교육,1322
WZ00100,6000,2018-04-04 00:00:00,,,4,,,기타,행위,기타,,,,"보호자식대 (일반식,1식)",1323
WZ00200,1000,2018-04-04 00:00:00,,,4,,,기타,행위,기타,,,,"보호자식대 (공기밥 ,1개)",1324
AQH501,240000,2018-04-04 00:00:00,,,4,,,종합검진,행위,기타,,,,종합검진(여자)(위장조영포함),1325
AQH502,200000,2018-04-04 00:00:00,,,4,,,종합검진,행위,기타,,,,종합검진(남자)(위장조영포함),1326
RPHZ331B,534190,2018-04-04 00:00:00,,,4,,,종합검진,행위,기타,,,,Toros(PET)종합검진용(직원추천),1327
RPHZ3341B,795810,2018-04-04 00:00:00,,,4,,,종합검진,행위,기타,,,,전신(PET)종합검진용(직원추천),1328
RPHZ3341C,784000,2018-04-04 00:00:00,,,4,,,종합검진,행위,기타,,,,전신(PET)종합검진용(KBS 방송국용),1329
RPHZ334C,946000,2018-04-04 00:00:00,,,4,,,종합검진,행위,기타,,,,전신(PET)종합검진용,1330
RPHZ336B,758370,2018-04-04 00:00:00,,,4,,,종합검진,행위,기타,,,,Toros+brain (PET)종합검진용(직원추천),1331
RPHZ336C,906000,2018-04-04 00:00:00,,,4,,,종합검진,행위,기타,,,,토르소+뇌 PET-CT 촬영(종합검진용),1332
FZ00400,40000,2018-04-04 00:00:00,MX122,,4,,,물리치료료,행위,이학요법료(물리치료료),,,,도수치료 [1일당],1333
FZ01301,20000,2018-04-04 00:00:00,MY142,,4,,,물리치료료,행위,이학요법료(물리치료료),,,,증식치료 [사지관절부위],1334
FZ01302,30000,2018-04-04 00:00:00,MY143,,4,,,물리치료료,행위,이학요법료(물리치료료),,,,증식치료 [척추부위],1335
SZ03401,25000,2018-04-04 00:00:00,MZ006,,4,,,물리치료료,행위,이학요법료(물리치료료),,,,언어장애치료 [기본30분까지],1336
SZ03402,10000,2018-04-04 00:00:00,MZ006,,4,,,물리치료료,행위,이학요법료(물리치료료),,,,언어장애치료 [기본 30분 초과10분당]1일1시간초과안됨,1337
SZ05101~10,,2018-04-04 00:00:00,부가세별도 EZ776,한부위~ 전신,4,,,외피.근골기능검사,행위,검사료,,100000,50000,체온열검사:적외선체열진단,1338
FZ01600,35000,2018-04-04 00:00:00,MZ009,,4,,,이학요법료,행위,이학요법료(물리치료료),,,,전산화인지 재활치료,1339
RMHE115,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,견관절-일반,1340
RMHE116,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,주관절-일반,1341
RMHE117,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,수관절-일반,1342
RMHE118,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,고관절-일반,1343
RMHE119,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,천장골관절-일반,1344
RMHE120,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,슬관절-일반,1345
RMHE121,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,발목관절-일반,1346
RMHE122,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,관절외 상지-일반,1347
RMHE123,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,관절외 하지-일반,1348
RMHE215,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,"견관절-조영제 주입 전,후 촬영판독",1349
RMHE216,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,"주관절-조영제 주입 전,후 촬영판독",1350
RMHE217,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,수관절-조영제 주입 전?후 촬영판독,1351
RMHE218,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,고관절-조영제 주입 전?후 촬영판독,1352
RMHE219,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,천장골관절-조영제 주입 전?후 촬영판독,1353
RMHE220,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,"슬관절-조영제 주입 전,후 촬영판독",1354
RMHE221,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,"발목관절-조영제 주입 전,후 촬영판독",1355
RMHE222,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,"관절외 상지-조영제 주입 전,후 촬영판독",1356
RMHE223,470000,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,근골격계,행위,검사료,자기공명영상진단료(MRI),,,"관절외 하지-조영제 주입 전,후 촬영판독",1357
HI101+HJ101,370410,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,"뇌[뇌, 해마]",행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌-일반 [테슬라1.5-3.0미만+품질관리적합]촬영료+판독료,1358
HI201+HJ201,492460,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,"뇌[뇌, 해마]",행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,"뇌-조영제 주입 전,후] [테슬라1.5-3.0미만+품질관리적합]촬영료+판독료",1359
HI103+HJ103,402430,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,N,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 안면 Face 촬영료 [테슬라1.5-3.0미만+품질관리적합]+판독료,1360
HI104+HJ104,402430,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,N,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 부비동 PNS 촬영료 [테슬라1.5-3.0미만+품질관리적합]+판독료,1361
HI105+HJ105,402430,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,N,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 안와 Orbit　촬영료 [테슬라1.5-3.0미만+품질관리적합]+판독료,1362
HI106+HIJ06,402430,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 측두골 Temporal Bone　촬영료 [테슬라1.5-3.0미만+품질관리적합]+판독료,1363
HI107+HJ107,402430,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,N,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 측두하악관절 TM-Joint　촬영료 [테슬라1.5-3.0미만+품질관리적합]+판독료,1364
HI108+HJ108,402430,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,N,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 경부 Neck 촬영료 [테슬라1.5-3.0미만+품질관리적합]+판독료,1365
HI203+HJ203,534780,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 안면 Face/촬영료/조영제 사용 [테슬라1.5-3.0미만+품질관리적합]+판독료,1366
HI204+HJ204,534780,2018-04-04 00:00:00,급여 인정기준 외 실시한 경우 비급여,,4,N,N,두경부,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 부비동 PNS /촬영료/조영제 사용 [테슬라1.5-3.0미만+품질관리적합]+판독료,1367
